1	 1	 S	 C
5903	 31	 l	 C
5904	 32	 e	 C
5905	 33	 a	 C
5906	 34	 c	 C
5907	 35	 h	 C
5908	 36	 i	 C
5909	 37	 e	 C
5910	 38	 v	 C
5911	 39	 e	 C
5912	 40	 m	 C
5913	 41	 e	 C
5914	 42	 n	 C
5915	 43	 t	 C
5916	 44	 i	 C
5917	 45	 n	 C
5918	 46	 c	 C
5919	 47	 o	 C
5920	 48	 m	 C
5921	 49	 p	 C
5922	 50	 u	 C
5923	 51	 t	 C
5924	 52	 e	 C
5925	 53	 r	 C
5926	 54	 e	 C
5927	 55	 n	 C
5928	 56	 g	 C
5929	 57	 i	 C
5930	 58	 n	 C
5931	 59	 e	 C
5932	 60	 e	 C
5933	 61	 r	 C
5934	 62	 i	 C
5935	 63	 n	 C
5936	 64	 g	 C
5937	 65	 ,	 C
5938	 66	 "	 C
5939	 67	 s	 C
5940	 68	 a	 C
5941	 69	 i	 C
5942	 70	 d	 C
5943	 71	 J	 C
5944	 72	 o	 C
5945	 73	 h	 C
5946	 74	 n	 C
5947	 75	 M	 C
5948	 76	 .	 C
5949	 77	 S	 C
5950	 78	 t	 C
5951	 79	 e	 C
5952	 80	 v	 C
5953	 81	 e	 C
5954	 82	 n	 C
5955	 83	 s	 C
5956	 84	 .	 C
5957	 1	 P	 C
5958	 2	 l	 C
5959	 3	 e	 C
5960	 4	 a	 C
5961	 5	 s	 C
5962	 6	 e	 C
5963	 7	 s	 C
5964	 8	 e	 C
5965	 9	 n	 C
5966	 10	 d	 C
5967	 11	 1	 C
5968	 12	 .	 C
5969	 13	 8	 C
5970	 14	 o	 C
5971	 15	 z	 C
5972	 16	 o	 C
5973	 17	 f	 C
5974	 18	 1	 C
5975	 19	 0	 C
5976	 20	 0	 C
5977	 21	 %	 C
5978	 22	 p	 C
5979	 23	 u	 C
5980	 24	 r	 C
5981	 25	 e	 C
5982	 26	 c	 C
5983	 27	 h	 C
5984	 28	 o	 C
5985	 29	 c	 C
5986	 30	 o	 C
5987	 31	 l	 C
5988	 32	 a	 C
5989	 33	 t	 C
5990	 34	 e	 C
5991	 35	 t	 C
5992	 36	 o	 C
5993	 37	 1	 C
5994	 38	 0	 C
5995	 39	 0	 C
5996	 40	 S	 C
5997	 41	 p	 C
5998	 42	 r	 C
5999	 43	 i	 C
6000	 44	 n	 C
6001	 45	 g	 C
6002	 46	 v	 C
6003	 47	 i	 C
6004	 48	 e	 C
6005	 49	 w	 C
6006	 50	 D	 C
6007	 51	 r	 C
6008	 52	 .	 C
6009	 53	 b	 C
6010	 54	 y	 C
6011	 55	 M	 C
6012	 56	 a	 C
6013	 57	 r	 C
6014	 58	 .	 C
6015	 1	 5	 C
6016	 2	 t	 C
6017	 3	 h	 C
6018	 4	 .	 C
6019	 1	 A	 C
6020	 2	 t	 C
6021	 3	 1	 C
6022	 4	 2	 C
6023	 5	 :	 C
6024	 6	 0	 C
6025	 7	 0	 C
6026	 8	 P	 C
6027	 9	 .	 C
6028	 10	 M	 C
6029	 11	 .	 C
6030	 12	 t	 C
6031	 13	 h	 C
6032	 14	 e	 C
6033	 15	 c	 C
6034	 16	 l	 C
6035	 17	 o	 C
6036	 18	 c	 C
6037	 19	 k	 C
6038	 20	 s	 C
6039	 21	 t	 C
6040	 22	 r	 C
6041	 23	 u	 C
6042	 24	 c	 C
6043	 25	 k	 C
6044	 26	 ,	 C
6045	 27	 a	 C
6046	 28	 s	 C
6047	 29	 t	 C
6048	 30	 h	 C
6049	 31	 e	 C
6050	 32	 v	 C
6051	 33	 e	 C
6052	 34	 h	 C
6053	 35	 i	 C
6054	 36	 c	 C
6055	 37	 l	 C
6056	 38	 e	 C
6057	 39	 s	 C
6058	 40	 p	 C
6059	 41	 e	 C
6060	 42	 d	 C
6061	 43	 a	 C
6062	 44	 r	 C
6063	 45	 o	 C
6064	 46	 u	 C
6065	 47	 n	 C
6066	 48	 d	 C
6067	 49	 t	 C
6068	 50	 h	 C
6069	 51	 e	 C
6070	 52	 c	 C
6071	 53	 o	 C
6072	 54	 r	 C
6073	 55	 n	 C
6074	 56	 e	 C
6075	 57	 r	 C
6076	 58	 o	 C
6077	 59	 n	 C
6078	 60	 B	 C
6079	 61	 o	 C
6080	 62	 n	 C
6081	 63	 i	 C
6082	 64	 f	 C
6083	 65	 a	 C
6084	 66	 c	 C
6085	 67	 e	 C
6086	 68	 B	 C
6087	 69	 l	 C
6088	 70	 v	 C
6089	 71	 d	 C
6090	 72	 .	 C
6091	 1	 w	 C
6092	 2	 h	 C
6093	 3	 i	 C
6094	 4	 l	 C
6095	 5	 e	 C
6096	 6	 f	 C
6097	 7	 o	 C
6098	 8	 l	 C
6099	 9	 l	 C
6100	 10	 o	 C
6101	 11	 w	 C
6102	 12	 e	 C
6103	 13	 d	 C
6104	 14	 b	 C
6105	 15	 y	 C
6106	 16	 a	 C
6107	 17	 s	 C
6108	 18	 q	 C
6109	 19	 u	 C
6110	 20	 a	 C
6111	 21	 d	 C
6112	 22	 o	 C
6113	 23	 f	 C
6114	 24	 S	 C
6115	 25	 p	 C
6116	 26	 e	 C
6117	 27	 c	 C
6118	 28	 .	 C
6119	 1	 o	 C
6120	 2	 p	 C
6121	 3	 s	 C
6122	 4	 s	 C
6123	 5	 o	 C
6124	 6	 l	 C
6125	 7	 d	 C
6126	 8	 i	 C
6127	 9	 e	 C
6128	 10	 r	 C
6129	 11	 s	 C
6130	 12	 .	 C
6131	 1	 T	 C
6132	 2	 h	 C
6133	 3	 e	 C
6134	 4	 t	 C
6135	 5	 h	 C
6136	 6	 r	 C
6137	 7	 e	 C
6138	 8	 e	 C
6139	 9	 r	 C
6140	 10	 e	 C
6141	 11	 c	 C
6142	 12	 i	 C
6143	 13	 p	 C
6144	 14	 e	 C
6145	 15	 s	 C
6146	 16	 f	 C
6147	 17	 o	 C
6148	 18	 r	 C
6149	 19	 s	 C
6150	 20	 u	 C
6151	 21	 c	 C
6152	 22	 c	 C
6153	 23	 e	 C
6154	 24	 s	 C
6155	 25	 s	 C
6156	 26	 :	 C
6157	 27	 c	 C
6158	 28	 o	 C
6159	 29	 m	 C
6160	 30	 m	 C
6161	 31	 i	 C
6162	 32	 t	 C
6163	 33	 m	 C
6164	 34	 e	 C
6165	 35	 n	 C
6166	 36	 t	 C
6167	 37	 t	 C
6168	 38	 o	 C
6169	 39	 a	 C
6170	 40	 g	 C
6171	 41	 o	 C
6172	 42	 a	 C
6173	 43	 l	 C
6174	 44	 ;	 C
6175	 45	 t	 C
6176	 46	 e	 C
6177	 47	 n	 C
6178	 48	 a	 C
6179	 49	 c	 C
6180	 50	 i	 C
6181	 51	 t	 C
6182	 52	 y	 C
6183	 53	 o	 C
6184	 54	 n	 C
6185	 55	 t	 C
6186	 56	 h	 C
6187	 57	 e	 C
6188	 58	 f	 C
6189	 59	 i	 C
6190	 60	 e	 C
6191	 61	 l	 C
6192	 62	 d	 C
6193	 63	 ;	 C
6194	 64	 a	 C
6195	 65	 n	 C
6196	 66	 d	 C
6197	 67	 a	 C
6198	 68	 r	 C
6199	 69	 e	 C
6200	 70	 c	 C
6201	 71	 i	 C
6202	 72	 p	 C
6203	 73	 e	 C
6204	 74	 f	 C
6205	 75	 o	 C
6206	 76	 r	 C
6207	 77	 s	 C
6208	 78	 u	 C
6209	 79	 c	 C
6210	 80	 c	 C
6211	 81	 e	 C
6212	 82	 s	 C
6213	 83	 s	 C
6214	 84	 .	 C
6215	 1	 V	 C
6216	 2	 i	 C
6217	 3	 s	 C
6218	 4	 i	 C
6219	 5	 t	 C
6220	 6	 w	 C
6221	 7	 w	 C
6222	 8	 w	 C
6223	 9	 .	 C
6224	 10	 a	 C
6225	 11	 m	 C
6226	 12	 a	 C
6227	 13	 z	 C
6228	 14	 o	 C
6229	 15	 n	 C
6230	 16	 .	 C
6231	 17	 c	 C
6232	 18	 o	 C
6233	 19	 m	 C
6234	 1	 f	 C
6235	 2	 o	 C
6236	 3	 r	 C
6237	 4	 t	 C
6238	 5	 h	 C
6239	 6	 e	 C
6240	 7	 b	 C
6241	 8	 e	 C
6242	 9	 s	 C
6243	 10	 t	 C
6244	 11	 d	 C
6245	 12	 e	 C
6246	 13	 a	 C
6247	 14	 l	 C
6248	 15	 s	 C
6249	 16	 i	 C
6250	 17	 n	 C
6251	 18	 t	 C
6252	 19	 o	 C
6253	 20	 p	 C
6254	 21	 o	 C
6255	 22	 f	 C
6256	 23	 t	 C
6257	 24	 h	 C
6258	 25	 e	 C
6259	 26	 l	 C
6260	 27	 i	 C
6261	 28	 n	 C
6262	 29	 e	 C
6263	 30	 g	 C
6264	 31	 a	 C
6265	 32	 d	 C
6266	 33	 g	 C
6267	 34	 e	 C
6268	 35	 t	 C
6269	 36	 s	 C
6270	 37	 .	 C
6271	 1	 I	 C
6272	 2	 n	 C
6273	 3	 t	 C
6274	 4	 h	 C
6275	 5	 o	 C
6276	 6	 s	 C
6277	 7	 e	 C
6278	 8	 c	 C
6279	 9	 a	 C
6280	 10	 s	 C
6281	 11	 e	 C
6282	 12	 s	 C
6283	 13	 ,	 C
6284	 14	 y	 C
6285	 15	 o	 C
6286	 16	 u	 C
6287	 17	 m	 C
6288	 18	 a	 C
6289	 19	 y	 C
6290	 20	 w	 C
6291	 21	 a	 C
6292	 22	 n	 C
6293	 23	 t	 C
6294	 24	 t	 C
6295	 25	 o	 C
6296	 26	 s	 C
6297	 27	 p	 C
6298	 28	 e	 C
6299	 29	 a	 C
6300	 30	 k	 C
6301	 31	 i	 C
6302	 32	 n	 C
6303	 33	 c	 C
6304	 34	 o	 C
6305	 35	 d	 C
6306	 36	 e	 C
6307	 37	 .	 C
6308	 1	 I	 C
6309	 2	 n	 C
6310	 3	 f	 C
6311	 4	 a	 C
6312	 5	 c	 C
6313	 6	 t	 C
6314	 7	 ,	 C
6315	 8	 s	 C
6316	 9	 o	 C
6317	 10	 m	 C
6318	 11	 e	 C
6319	 12	 p	 C
6320	 13	 e	 C
6321	 14	 o	 C
6322	 15	 p	 C
6323	 16	 l	 C
6324	 17	 e	 C
6325	 18	 t	 C
6326	 19	 u	 C
6327	 20	 r	 C
6328	 21	 n	 C
6329	 22	 t	 C
6330	 23	 o	 C
6331	 24	 a	 C
6332	 25	 f	 C
6333	 26	 e	 C
6334	 27	 w	 C
6335	 28	 o	 C
6336	 29	 p	 C
6337	 30	 t	 C
6338	 31	 i	 C
6339	 32	 o	 C
6340	 33	 n	 C
6341	 34	 s	 C
6342	 35	 t	 C
6343	 36	 h	 C
6344	 37	 a	 C
6345	 38	 t	 C
6346	 39	 a	 C
6347	 40	 r	 C
6348	 41	 e	 C
6349	 42	 a	 C
6350	 43	 l	 C
6351	 44	 i	 C
6352	 45	 t	 C
6353	 46	 t	 C
6354	 47	 l	 C
6355	 48	 e	 C
6356	 49	 m	 C
6357	 50	 o	 C
6358	 51	 r	 C
6359	 52	 e	 C
6360	 54	 l	 C
6361	 55	 i	 C
6362	 56	 n	 C
6363	 57	 g	 C
6364	 58	 u	 C
6365	 59	 i	 C
6366	 60	 s	 C
6367	 61	 t	 C
6368	 62	 i	 C
6369	 63	 c	 C
6370	 64	 a	 C
6371	 65	 l	 C
6372	 66	 l	 C
6373	 67	 y	 C
6374	 68	 c	 C
6375	 69	 r	 C
6376	 70	 e	 C
6377	 71	 a	 C
6378	 72	 t	 C
6379	 73	 i	 C
6380	 74	 v	 C
6381	 75	 e	 C
6382	 76	 f	 C
6383	 77	 o	 C
6384	 78	 r	 C
6385	 79	 r	 C
6386	 80	 e	 C
6387	 81	 f	 C
6388	 82	 e	 C
6389	 83	 r	 C
6390	 84	 r	 C
6391	 85	 i	 C
6392	 86	 n	 C
6393	 87	 g	 C
6394	 88	 t	 C
6395	 89	 o	 C
6396	 90	 m	 C
6397	 91	 e	 C
6398	 92	 n	 C
6399	 93	 s	 C
6400	 94	 t	 C
6401	 95	 r	 C
6402	 96	 u	 C
6403	 97	 a	 C
6404	 98	 t	 C
6405	 99	 i	 C
6406	 100	 o	 C
6407	 101	 n	 C
6408	 102	 .	 C
6409	 1	 I	 C
6410	 2	 '	 C
6411	 3	 m	 C
6412	 4	 r	 C
6413	 5	 e	 C
6414	 6	 a	 C
6415	 7	 l	 C
6416	 8	 l	 C
6417	 9	 y	 C
6418	 10	 w	 C
6419	 11	 e	 C
6420	 12	 i	 C
6421	 13	 r	 C
6422	 14	 d	 C
6423	 15	 e	 C
6424	 16	 d	 C
6425	 17	 o	 C
6426	 18	 u	 C
6427	 19	 t	 C
6428	 20	 b	 C
6429	 21	 y	 C
6430	 22	 t	 C
6431	 23	 h	 C
6432	 24	 i	 C
6433	 25	 s	 C
6434	 26	 p	 C
6435	 27	 h	 C
6436	 28	 r	 C
6437	 29	 a	 C
6438	 30	 s	 C
6439	 31	 e	 C
6440	 32	 .	 C
6441	 1	 L	 C
6442	 2	 i	 C
6443	 3	 k	 C
6444	 4	 e	 C
6445	 5	 .	 C
6446	 6	 .	 C
6447	 7	 .	 C
6448	 1	 I	 C
6449	 2	 g	 C
6450	 3	 e	 C
6451	 4	 t	 C
6452	 5	 i	 C
6453	 6	 t	 C
6454	 7	 (	 C
6455	 8	 t	 C
6456	 9	 h	 C
6457	 10	 e	 C
6458	 11	 w	 C
6459	 12	 h	 C
6460	 13	 o	 C
6461	 14	 l	 C
6462	 15	 e	 C
6463	 16	 "	 C
6464	 17	 p	 C
6465	 18	 a	 C
6466	 19	 d	 C
6467	 20	 i	 C
6468	 21	 s	 C
6469	 22	 t	 C
6470	 23	 o	 C
6471	 24	 s	 C
6472	 25	 a	 C
6473	 26	 d	 C
6474	 27	 d	 C
6475	 28	 l	 C
6476	 29	 e	 C
6477	 30	 "	 C
6478	 31	 a	 C
6479	 32	 n	 C
6480	 33	 a	 C
6481	 34	 l	 C
6482	 35	 o	 C
6483	 36	 g	 C
6484	 37	 y	 C
6485	 38	 )	 C
6486	 39	 ,	 C
6487	 40	 b	 C
6488	 41	 u	 C
6489	 42	 t	 C
6490	 43	 I	 C
6491	 44	 d	 C
6492	 45	 o	 C
6493	 46	 n	 C
6494	 47	 '	 C
6495	 48	 t	 C
6496	 49	 r	 C
6497	 50	 e	 C
6498	 51	 a	 C
6499	 52	 l	 C
6500	 53	 l	 C
6501	 54	 y	 C
6502	 55	 w	 C
6503	 56	 a	 C
6504	 57	 n	 C
6505	 58	 t	 C
6506	 59	 t	 C
6507	 60	 o	 C
6508	 61	 g	 C
6509	 62	 e	 C
6510	 63	 t	 C
6511	 64	 i	 C
6512	 65	 t	 C
6513	 66	 .	 C
6514	 1	 K	 C
6515	 2	 a	 C
6516	 3	 n	 C
6517	 4	 y	 C
6518	 5	 e	 C
6519	 6	 W	 C
6520	 7	 e	 C
6521	 8	 s	 C
6522	 9	 t	 C
6523	 10	 '	 C
6524	 11	 s	 C
6525	 12	 "	 C
6526	 13	 F	 C
6527	 14	 a	 C
6528	 15	 t	 C
6529	 16	 h	 C
6530	 17	 e	 C
6531	 18	 r	 C
6532	 19	 S	 C
6533	 20	 t	 C
6534	 21	 r	 C
6535	 22	 e	 C
6536	 23	 t	 C
6537	 24	 c	 C
6538	 25	 h	 C
6539	 26	 M	 C
6540	 27	 y	 C
6541	 28	 H	 C
6542	 29	 a	 C
6543	 30	 n	 C
6544	 31	 d	 C
6545	 32	 s	 C
6546	 33	 (	 C
6547	 34	 P	 C
6548	 35	 t	 C
6549	 36	 .	 C
6550	 1	 1	 C
6551	 2	 )	 C
6552	 3	 "	 C
6553	 4	 i	 C
6554	 5	 n	 C
6555	 6	 s	 C
6556	 7	 p	 C
6557	 8	 i	 C
6558	 9	 r	 C
6559	 10	 e	 C
6560	 11	 d	 C
6561	 12	 t	 C
6562	 13	 h	 C
6563	 14	 e	 C
6564	 15	 b	 C
6565	 16	 e	 C
6566	 17	 s	 C
6567	 18	 t	 C
6568	 19	 m	 C
6569	 20	 e	 C
6570	 21	 m	 C
6571	 22	 e	 C
6572	 23	 o	 C
6573	 24	 f	 C
6574	 25	 t	 C
6575	 26	 h	 C
6576	 27	 e	 C
6577	 28	 y	 C
6578	 29	 e	 C
6579	 30	 a	 C
6580	 31	 r	 C
6581	 32	 s	 C
6582	 33	 o	 C
6583	 34	 f	 C
6584	 35	 a	 C
6585	 36	 r	 C
6586	 37	 .	 C
6587	 1	 h	 C
6588	 2	 t	 C
6589	 3	 t	 C
6590	 4	 p	 C
6591	 5	 :	 C
6592	 6	 /	 C
6593	 7	 /	 C
6594	 8	 t	 C
6595	 9	 r	 C
6596	 10	 i	 C
6597	 11	 b	 C
6598	 12	 .	 C
6599	 13	 a	 C
6600	 14	 l	 C
6601	 15	 /	 C
6602	 16	 s	 C
6603	 17	 v	 C
6604	 18	 Q	 C
6605	 19	 d	 C
6606	 20	 7	 C
6607	 21	 i	 C
6608	 22	 F	 C
6609	 1	 S	 C
6610	 2	 a	 C
6611	 3	 d	 C
6612	 4	 l	 C
6613	 5	 y	 C
6614	 6	 K	 C
6615	 7	 a	 C
6616	 8	 n	 C
6617	 9	 y	 C
6618	 10	 e	 C
6619	 11	 W	 C
6620	 12	 e	 C
6621	 13	 s	 C
6622	 14	 t	 C
6623	 15	 m	 C
6624	 16	 i	 C
6625	 17	 s	 C
6626	 18	 s	 C
6627	 19	 e	 C
6628	 20	 d	 C
6629	 21	 o	 C
6630	 22	 u	 C
6631	 23	 t	 C
6632	 24	 o	 C
6633	 25	 n	 C
6634	 26	 t	 C
6635	 27	 h	 C
6636	 28	 e	 C
6637	 29	 B	 C
6638	 30	 i	 C
6639	 31	 l	 C
6640	 32	 l	 C
6641	 33	 b	 C
6642	 34	 o	 C
6643	 35	 a	 C
6644	 36	 r	 C
6645	 37	 d	 C
6646	 38	 c	 C
6647	 39	 h	 C
6648	 40	 a	 C
6649	 41	 r	 C
6650	 42	 t	 C
6651	 43	 s	 C
6652	 44	 b	 C
6653	 45	 u	 C
6654	 46	 t	 C
6655	 47	 h	 C
6656	 48	 e	 C
6657	 49	 d	 C
6658	 50	 i	 C
6659	 51	 d	 C
6660	 52	 r	 C
6661	 53	 e	 C
6662	 54	 s	 C
6663	 55	 p	 C
6664	 56	 o	 C
6665	 57	 n	 C
6666	 58	 d	 C
6667	 59	 t	 C
6668	 60	 o	 C
6669	 61	 a	 C
6670	 62	 T	 C
6671	 63	 I	 C
6672	 64	 D	 C
6673	 65	 A	 C
6674	 66	 L	 C
6675	 67	 h	 C
6676	 68	 a	 C
6677	 69	 t	 C
6678	 70	 e	 C
6679	 71	 r	 C
6680	 72	 :	 C
6681	 73	 h	 C
6682	 74	 t	 C
6683	 75	 t	 C
6684	 76	 p	 C
6685	 77	 :	 C
6686	 78	 /	 C
6687	 79	 /	 C
6688	 80	 o	 C
6689	 81	 n	 C
6690	 82	 .	 C
6691	 83	 v	 C
6692	 84	 i	 C
6693	 85	 b	 C
6694	 86	 e	 C
6695	 87	 .	 C
6696	 88	 c	 C
6697	 89	 o	 C
6698	 90	 m	 C
6699	 91	 /	 C
6700	 92	 2	 C
6701	 93	 0	 C
6702	 94	 T	 C
6703	 95	 x	 C
6704	 96	 g	 C
6705	 97	 p	 C
6706	 98	 m	 C
6707	 1	 R	 C
6708	 2	 u	 C
6709	 3	 l	 C
6710	 4	 e	 C
6711	 5	 1	 C
6712	 6	 .	 C
6713	 7	 U	 C
6714	 8	 s	 C
6715	 9	 e	 C
6716	 10	 a	 C
6717	 11	 p	 C
6718	 12	 e	 C
6719	 13	 r	 C
6720	 14	 i	 C
6721	 15	 o	 C
6722	 16	 d	 C
6723	 17	 a	 C
6724	 18	 t	 C
6725	 19	 t	 C
6726	 20	 h	 C
6727	 21	 e	 C
6728	 22	 e	 C
6729	 23	 n	 C
6730	 24	 d	 C
6731	 25	 o	 C
6732	 26	 f	 C
6733	 27	 a	 C
6734	 28	 c	 C
6735	 29	 o	 C
6736	 30	 m	 C
6737	 31	 p	 C
6738	 32	 l	 C
6739	 33	 e	 C
6740	 34	 t	 C
6741	 35	 e	 C
6742	 36	 s	 C
6743	 37	 e	 C
6744	 38	 n	 C
6745	 39	 t	 C
6746	 40	 e	 C
6747	 41	 n	 C
6748	 42	 c	 C
6749	 43	 e	 C
6750	 44	 t	 C
6751	 45	 h	 C
6752	 46	 a	 C
6753	 47	 t	 C
6754	 48	 i	 C
6755	 49	 s	 C
6756	 50	 a	 C
6757	 51	 s	 C
6758	 52	 t	 C
6759	 53	 a	 C
6760	 54	 t	 C
6761	 55	 e	 C
6762	 56	 m	 C
6763	 57	 e	 C
6764	 58	 n	 C
6765	 59	 t	 C
6766	 60	 .	 C
6767	 1	 .	 C
6768	 2	 .	 C
6769	 3	 .	 C
6770	 1	 E	 C
6771	 2	 .	 C
6772	 3	 T	 C
6773	 4	 .	 C
6774	 5	 C	 C
6775	 6	 i	 C
6776	 7	 s	 C
6777	 8	 s	 C
6778	 9	 o	 C
6779	 10	 M	 C
6780	 11	 .	 C
6781	 12	 I	 C
6782	 13	 .	 C
6783	 14	 A	 C
6784	 15	 .	 C
6785	 16	 i	 C
6786	 17	 n	 C
6787	 18	 t	 C
6788	 19	 h	 C
6789	 20	 e	 C
6790	 21	 U	 C
6791	 22	 .	 C
6792	 23	 S	 C
6793	 24	 .	 C
6794	 25	 A	 C
6795	 26	 .	 C
6796	 27	 t	 C
6797	 28	 h	 C
6798	 29	 a	 C
6799	 30	 t	 C
6800	 31	 s	 C
6801	 32	 e	 C
6802	 33	 n	 C
6803	 34	 t	 C
6804	 35	 e	 C
6805	 36	 n	 C
6806	 37	 c	 C
6807	 38	 e	 C
6808	 39	 i	 C
6809	 40	 s	 C
6810	 41	 c	 C
6811	 42	 r	 C
6812	 43	 a	 C
6813	 44	 y	 C
6814	 45	 c	 C
6815	 46	 r	 C
6816	 47	 a	 C
6817	 48	 y	 C
6818	 49	 .	 C
6819	 1	 a	 C
6820	 2	 .	 C
6821	 3	 k	 C
6822	 4	 .	 C
6823	 5	 a	 C
6824	 6	 .	 C
6825	 1	 I	 C
6826	 2	 n	 C
6827	 3	 t	 C
6828	 4	 e	 C
6829	 5	 r	 C
6830	 6	 n	 C
6831	 7	 e	 C
6832	 8	 t	 C
6833	 9	 a	 C
6834	 10	 c	 C
6835	 11	 r	 C
6836	 12	 o	 C
6837	 13	 n	 C
6838	 14	 y	 C
6839	 15	 m	 C
6840	 16	 s	 C
6841	 17	 ,	 C
6842	 18	 t	 C
6843	 19	 e	 C
6844	 20	 x	 C
6845	 21	 t	 C
6846	 22	 m	 C
6847	 23	 e	 C
6848	 24	 s	 C
6849	 25	 s	 C
6850	 26	 a	 C
6851	 27	 g	 C
6852	 28	 e	 C
6853	 29	 j	 C
6854	 30	 a	 C
6855	 31	 r	 C
6856	 32	 g	 C
6857	 33	 o	 C
6858	 34	 n	 C
6859	 35	 ,	 C
6860	 36	 a	 C
6861	 37	 b	 C
6862	 38	 b	 C
6863	 39	 r	 C
6864	 40	 e	 C
6865	 41	 v	 C
6866	 42	 i	 C
6867	 43	 a	 C
6868	 44	 t	 C
6869	 45	 i	 C
6870	 46	 o	 C
6871	 47	 n	 C
6872	 48	 s	 C
6873	 49	 ,	 C
6874	 50	 i	 C
6875	 51	 n	 C
6876	 52	 i	 C
6877	 53	 t	 C
6878	 54	 i	 C
6879	 55	 a	 C
6880	 56	 l	 C
6881	 57	 i	 C
6882	 58	 s	 C
6883	 59	 m	 C
6884	 60	 s	 C
6885	 61	 ,	 C
6886	 62	 c	 C
6887	 63	 y	 C
6888	 64	 b	 C
6889	 65	 e	 C
6890	 66	 r	 C
6891	 67	 s	 C
6892	 68	 l	 C
6893	 69	 a	 C
6894	 70	 n	 C
6895	 71	 g	 C
6896	 72	 ,	 C
6897	 73	 l	 C
6898	 74	 e	 C
6899	 75	 e	 C
6900	 76	 t	 C
6901	 77	 s	 C
6902	 78	 p	 C
6903	 79	 e	 C
6904	 80	 a	 C
6905	 81	 k	 C
6906	 82	 ,	 C
6907	 83	 S	 C
6908	 84	 M	 C
6909	 85	 S	 C
6910	 86	 c	 C
6911	 87	 o	 C
6912	 88	 d	 C
6913	 89	 e	 C
6914	 90	 ,	 C
6915	 91	 t	 C
6916	 92	 e	 C
6917	 93	 x	 C
6918	 94	 t	 C
6919	 95	 e	 C
6920	 96	 s	 C
6921	 97	 e	 C
6922	 98	 -	 C
6923	 99	 S	 C
6924	 100	 e	 C
6925	 101	 e	 C
6926	 102	 m	 C
6927	 103	 o	 C
6928	 104	 r	 C
6929	 105	 e	 C
6930	 106	 a	 C
6931	 107	 t	 C
6932	 108	 :	 C
6933	 109	 h	 C
6934	 110	 t	 C
6935	 111	 t	 C
6936	 112	 p	 C
6937	 113	 :	 C
6938	 114	 /	 C
6939	 115	 /	 C
6940	 116	 w	 C
6941	 117	 w	 C
6942	 118	 w	 C
6943	 119	 .	 C
6944	 120	 n	 C
6945	 121	 e	 C
6946	 122	 t	 C
6947	 123	 l	 C
6948	 124	 i	 C
6949	 125	 n	 C
6950	 126	 g	 C
6951	 127	 o	 C
6952	 128	 .	 C
6953	 129	 c	 C
6954	 130	 o	 C
6955	 131	 m	 C
6956	 132	 /	 C
6957	 133	 a	 C
6958	 134	 c	 C
6959	 135	 r	 C
6960	 136	 o	 C
6961	 137	 n	 C
6962	 138	 y	 C
6963	 139	 m	 C
6964	 140	 s	 C
6965	 141	 .	 C
6966	 142	 p	 C
6967	 143	 h	 C
6968	 144	 p	 C
6969	 145	 #	 C
6970	 146	 s	 C
6971	 147	 t	 C
6972	 148	 h	 C
6973	 149	 a	 C
6974	 150	 s	 C
6975	 151	 h	 C
6976	 152	 .	 C
6977	 153	 s	 C
6978	 154	 u	 C
6979	 155	 X	 C
6980	 156	 0	 C
6981	 157	 4	 C
6982	 158	 z	 C
6983	 159	 y	 C
6984	 160	 M	 C
6985	 161	 .	 C
6986	 162	 d	 C
6987	 163	 p	 C
6988	 164	 u	 C
6989	 165	 f	 C
6990	 1	 D	 C
6991	 2	 i	 C
6992	 3	 d	 C
6993	 4	 y	 C
6994	 5	 o	 C
6995	 6	 u	 C
6996	 7	 e	 C
6997	 8	 n	 C
6998	 9	 j	 C
6999	 10	 o	 C
7000	 11	 y	 C
7001	 12	 l	 C
7002	 13	 i	 C
7003	 14	 v	 C
7004	 15	 i	 C
7005	 16	 n	 C
7006	 17	 g	 C
7007	 18	 i	 C
7008	 19	 n	 C
7009	 20	 W	 C
7010	 21	 a	 C
7011	 22	 s	 C
7012	 23	 h	 C
7013	 24	 i	 C
7014	 25	 n	 C
7015	 26	 g	 C
7016	 27	 t	 C
7017	 28	 o	 C
7018	 29	 n	 C
7019	 30	 ,	 C
7020	 31	 D	 C
7021	 32	 .	 C
7022	 33	 C	 C
7023	 34	 .	 C
7024	 35	 ?	 C
7025	 1	 W	 C
7026	 2	 i	 C
7027	 3	 t	 C
7028	 4	 h	 C
7029	 5	 i	 C
7030	 6	 n	 C
7031	 7	 t	 C
7032	 8	 h	 C
7033	 9	 e	 C
7034	 10	 m	 C
7035	 11	 o	 C
7036	 12	 d	 C
7037	 13	 e	 C
7038	 14	 l	 C
7039	 15	 s	 C
7040	 16	 .	 C
7041	 17	 z	 C
7042	 18	 i	 C
7043	 19	 p	 C
7044	 1	 f	 C
7045	 2	 i	 C
7046	 3	 l	 C
7047	 4	 e	 C
7048	 5	 a	 C
7049	 6	 r	 C
7050	 7	 e	 C
7051	 8	 g	 C
7052	 9	 e	 C
7053	 10	 n	 C
7054	 11	 e	 C
7055	 12	 r	 C
7056	 13	 a	 C
7057	 14	 l	 C
7058	 15	 m	 C
7059	 16	 o	 C
7060	 17	 d	 C
7061	 18	 e	 C
7062	 19	 l	 C
7063	 20	 s	 C
7064	 21	 t	 C
7065	 22	 r	 C
7066	 23	 a	 C
